issue,pollster,sponsor,start_date,end_date,sample_size,population,approve,disapprove,url,net,partisan,adj_net,total_weight
immigration,AP-NORC,NA,2025-08-21,2025-08-25,1182,A,44,53,https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf,-9,NA,-6.9896790547239505,1.202909444759638e-11
crime,AP-NORC,NA,2025-08-21,2025-08-25,1182,A,53,45,https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf,8,NA,10.01032094527605,1.202909444759638e-11
economy,YouGov,The Economist,2025-08-22,2025-08-25,1523,A,39,54,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,-15,NA,-17.554525938256575,2.449019610349239e-11
inflation,YouGov,The Economist,2025-08-22,2025-08-25,1523,A,34,61,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,-27,NA,-29.554525938256575,2.449019610349239e-11
immigration,YouGov,The Economist,2025-08-22,2025-08-25,1523,A,46,50,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,-4,NA,-6.554525938256575,2.449019610349239e-11
crime,Quinnipiac University,NA,2025-08-21,2025-08-25,1220,RV,42,54,https://poll.qu.edu/poll-release?releaseid=3929,-12,NA,-11.846730173129778,6.399474517763387e-11
foreign_policy,Quinnipiac University,NA,2025-08-21,2025-08-25,1220,RV,40,56,https://poll.qu.edu/poll-release?releaseid=3929,-16,NA,-15.846730173129778,6.399474517763387e-11
economy,Quinnipiac University,NA,2025-08-21,2025-08-25,1220,RV,39,57,https://poll.qu.edu/poll-release?releaseid=3929,-18,NA,-17.846730173129778,6.399474517763387e-11
trade_tariffs,Quinnipiac University,NA,2025-08-21,2025-08-25,1220,RV,38,56,https://poll.qu.edu/poll-release?releaseid=3929,-18,NA,-17.846730173129778,6.399474517763387e-11
immigration,John Zogby Strategies,NA,2025-08-29,2025-08-30,1000,LV,51,47,https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html,4,NA,-4.4785615312928755,5.952417229202541e-11
economy,John Zogby Strategies,NA,2025-08-29,2025-08-30,1000,LV,44,53,https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html,-9,NA,-17.478561531292875,5.952417229202541e-11
trade_tariffs,John Zogby Strategies,NA,2025-08-29,2025-08-30,1000,LV,43,53,https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html,-10,NA,-18.478561531292875,5.952417229202541e-11
immigration,Morning Consult,NA,2025-08-29,2025-08-31,2202,RV,49,45,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,4,NA,-10.840144814224132,4.081983822260058e-11
economy,Morning Consult,NA,2025-08-29,2025-08-31,2202,RV,44,47,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-3,NA,-17.840144814224132,4.081983822260058e-11
trade_tariffs,Morning Consult,NA,2025-08-29,2025-08-31,2202,RV,43,46,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-3,NA,-17.840144814224132,4.081983822260058e-11
inflation,SurveyMonkey,NBC News,2025-08-13,2025-09-01,30196,A,39,61,https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/,-22,NA,-20.079153588918267,1.0078742865046355e-10
trade_tariffs,SurveyMonkey,NBC News,2025-08-13,2025-09-01,30196,A,41,59,https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/,-18,NA,-16.079153588918267,1.0078742865046355e-10
economy,The Winston Group,Winning the Issues,2025-08-30,2025-09-01,1000,RV,41,53,https://www.winningtheissues.org/wp-content/uploads/2026/01/August-2025-WTI-Survey.pdf,-12,REP,-14.912507565956204,1.240250845319862e-10
trade_tariffs,The Winston Group,Winning the Issues,2025-08-30,2025-09-01,1000,RV,37,55,https://www.winningtheissues.org/wp-content/uploads/2026/01/August-2025-WTI-Survey.pdf,-18,REP,-20.912507565956204,1.240250845319862e-10
economy,YouGov,The Economist,2025-08-29,2025-09-02,1691,A,38,53,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf,-15,NA,-17.554525938256575,4.8909522622613055e-11
inflation,YouGov,The Economist,2025-08-29,2025-09-02,1691,A,32,62,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf,-30,NA,-32.55452593825659,4.8909522622613055e-11
immigration,YouGov,The Economist,2025-08-29,2025-09-02,1691,A,47,48,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf,-1,NA,-3.5545259382565746,4.8909522622613055e-11
crime,YouGov,Yahoo News,2025-08-29,2025-09-02,1690,A,44,47,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,-3,NA,-5.554525938256575,4.8895058768201676e-11
economy,YouGov,Yahoo News,2025-08-29,2025-09-02,1690,A,36,57,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,-21,NA,-23.554525938256575,4.8895058768201676e-11
inflation,YouGov,Yahoo News,2025-08-29,2025-09-02,1690,A,29,62,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,-33,NA,-35.55452593825659,4.8895058768201676e-11
trade_tariffs,YouGov,Yahoo News,2025-08-29,2025-09-02,1690,A,35,58,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,-23,NA,-25.554525938256575,4.8895058768201676e-11
immigration,YouGov,Yahoo News,2025-08-29,2025-09-02,1690,A,45,51,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,-6,NA,-8.554525938256575,4.8895058768201676e-11
economy,YouGov,CBS News,2025-09-03,2025-09-05,2385,A,41,59,https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/,-18,NA,-20.554525938256575,7.312498867587597e-11
inflation,YouGov,CBS News,2025-09-03,2025-09-05,2385,A,36,64,https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/,-28,NA,-30.55452593825658,7.312498867587597e-11
immigration,YouGov,CBS News,2025-09-03,2025-09-05,2385,A,46,54,https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/,-8,NA,-10.554525938256575,7.312498867587597e-11
economy,Public Religion Research Institute,"Brookings Institute, Carnegie Corporation of New York, Ford Foundation, Unitarian Universalist Veatch Program at Shelter Rock",2025-08-15,2025-09-08,5543,A,39,58,https://prri.org/research/trumps-unprecedented-actions-deepen-asymmetric-divides/,-19,NA,-18.42147018227042,9.891808922324649e-10
immigration,Public Religion Research Institute,"Brookings Institute, Carnegie Corporation of New York, Ford Foundation, Unitarian Universalist Veatch Program at Shelter Rock",2025-08-15,2025-09-08,5543,A,43,54,https://prri.org/research/trumps-unprecedented-actions-deepen-asymmetric-divides/,-11,NA,-10.421470182270419,9.891808922324649e-10
foreign_policy,Public Religion Research Institute,"Brookings Institute, Carnegie Corporation of New York, Ford Foundation, Unitarian Universalist Veatch Program at Shelter Rock",2025-08-15,2025-09-08,5543,A,39,57,https://prri.org/research/trumps-unprecedented-actions-deepen-asymmetric-divides/,-18,NA,-17.42147018227042,9.891808922324649e-10
economy,YouGov,The Economist,2025-09-05,2025-09-08,1644,A,38,55,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,-17,NA,-19.554525938256575,7.643152531983745e-11
inflation,YouGov,The Economist,2025-09-05,2025-09-08,1644,A,32,62,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,-30,NA,-32.55452593825659,7.643152531983745e-11
immigration,YouGov,The Economist,2025-09-05,2025-09-08,1644,A,45,50,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,-5,NA,-7.554525938256575,7.643152531983745e-11
healthcare,YouGov,The Economist,2025-09-05,2025-09-08,1644,A,32,56,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,-24,NA,-26.554525938256578,7.643152531983745e-11
economy,Global Strategy Group/GBAO (Navigator Research),NA,2025-09-04,2025-09-08,1000,RV,42,54,https://navigatorresearch.org/wp-content/uploads/2025/09/Navigator-Update-Topline-F09.08.25.pdf,-12,NA,-13.534647474697216,1.2246877813684005e-10
immigration,Morning Consult,NA,2025-09-06,2025-09-08,2201,RV,49,42,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,7,NA,-7.840144814224132,7.720047120630128e-11
economy,Morning Consult,NA,2025-09-06,2025-09-08,2201,RV,42,50,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-8,NA,-22.840144814224132,7.720047120630128e-11
trade_tariffs,Morning Consult,NA,2025-09-06,2025-09-08,2201,RV,42,47,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-5,NA,-19.840144814224132,7.720047120630128e-11
economy,Ipsos,Reuters,2025-09-05,2025-09-09,1084,A,36,53,https://www.reuters.com/world/us/trump-approval-rating-42-weak-economy-reutersipsos-poll-shows-2025-09-09/,-17,NA,-15.42307176356865,8.306059859319499e-11
immigration,Ipsos,Reuters,2025-09-05,2025-09-09,1084,A,42,49,https://www.reuters.com/world/us/trump-approval-rating-42-weak-economy-reutersipsos-poll-shows-2025-09-09/,-7,NA,-5.42307176356865,8.306059859319499e-11
healthcare,YouGov,Taxpayers Protection Alliance,2025-09-05,2025-09-09,2030,A,38,54,https://www.protectingtaxpayers.org/federal-agencies/tpa-releases-a-new-survey-exposing-americans-wide-distrust-disapproval-of-rfk-jr-s-leadership/,-16,REP,-18.890575785487897,7.401019531128611e-11
crime,Beacon Research/Shaw & Co. Research,FOX News,2025-09-06,2025-09-09,1004,RV,50,50,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,0,NA,1.6021986719290808,1.8826259179741789e-10
immigration,Beacon Research/Shaw & Co. Research,FOX News,2025-09-06,2025-09-09,1004,RV,47,52,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,-5,NA,-3.397801328070919,1.8826259179741789e-10
economy,Beacon Research/Shaw & Co. Research,FOX News,2025-09-06,2025-09-09,1004,RV,39,60,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,-21,NA,-19.39780132807092,1.8826259179741789e-10
trade_tariffs,Beacon Research/Shaw & Co. Research,FOX News,2025-09-06,2025-09-09,1004,RV,36,63,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,-27,NA,-25.39780132807092,1.8826259179741789e-10
inflation,Beacon Research/Shaw & Co. Research,FOX News,2025-09-06,2025-09-09,1004,RV,32,67,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,-35,NA,-33.39780132807091,1.8826259179741789e-10
inflation,Clarity Campaign Labs,NA,2025-09-04,2025-09-11,1001,RV,37,61,https://www.claritycampaigns.com/clarity-omnibus-september-2025,-24,NA,-29.73208898510314,2.0405131963512859e-10
healthcare,Clarity Campaign Labs,NA,2025-09-04,2025-09-11,1001,RV,41,52,https://www.claritycampaigns.com/clarity-omnibus-september-2025,-11,NA,-16.73208898510314,2.0405131963512859e-10
economy,Clarity Campaign Labs,NA,2025-09-04,2025-09-11,1001,RV,44,51,https://www.claritycampaigns.com/clarity-omnibus-september-2025,-7,NA,-12.73208898510314,2.0405131963512859e-10
immigration,Clarity Campaign Labs,NA,2025-09-04,2025-09-11,1001,RV,47,48,https://www.claritycampaigns.com/clarity-omnibus-september-2025,-1,NA,-6.73208898510314,2.0405131963512859e-10
immigration,Morning Consult,NA,2025-09-12,2025-09-14,2204,RV,49,43,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6,NA,-8.840144814224132,1.2243785849604192e-10
economy,Morning Consult,NA,2025-09-12,2025-09-14,2204,RV,43,49,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-6,NA,-20.840144814224132,1.2243785849604192e-10
trade_tariffs,Morning Consult,NA,2025-09-12,2025-09-14,2204,RV,44,46,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-2,NA,-16.840144814224132,1.2243785849604192e-10
economy,AP-NORC,NA,2025-09-11,2025-09-15,1183,A,37,62,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,-25,NA,-18.573784596080884,6.316480801184175e-11
immigration,AP-NORC,NA,2025-09-11,2025-09-15,1183,A,43,56,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,-13,NA,-6.573784596080884,6.316480801184175e-11
foreign_policy,AP-NORC,NA,2025-09-11,2025-09-15,1183,A,39,59,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,-20,NA,-13.573784596080884,6.316480801184175e-11
crime,AP-NORC,NA,2025-09-11,2025-09-15,1183,A,46,53,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,-7,NA,-0.5737845960808841,6.316480801184175e-11
trade_tariffs,AP-NORC,NA,2025-09-11,2025-09-15,1183,A,36,63,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,-27,NA,-20.573784596080884,6.316480801184175e-11
healthcare,AP-NORC,NA,2025-09-11,2025-09-15,1183,A,35,64,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,-29,NA,-22.573784596080884,6.316480801184175e-11
economy,Ipsos,The Washington Post,2025-09-11,2025-09-15,2513,A,40,59,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,-19,NA,-17.42307176356865,2.0043643043840353e-10
immigration,Ipsos,The Washington Post,2025-09-11,2025-09-15,2513,A,44,55,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,-11,NA,-9.42307176356865,2.0043643043840353e-10
trade_tariffs,Ipsos,The Washington Post,2025-09-11,2025-09-15,2513,A,34,64,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,-30,NA,-28.42307176356865,2.0043643043840353e-10
crime,Ipsos,The Washington Post,2025-09-11,2025-09-15,2513,A,44,54,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,-10,NA,-8.42307176356865,2.0043643043840353e-10
economy,YouGov,The Economist,2025-09-12,2025-09-15,1567,A,35,57,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,-22,NA,-24.554525938256575,1.2882140828666126e-10
inflation,YouGov,The Economist,2025-09-12,2025-09-15,1567,A,30,64,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,-34,NA,-36.55452593825659,1.2882140828666126e-10
immigration,YouGov,The Economist,2025-09-12,2025-09-15,1567,A,44,51,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,-7,NA,-9.554525938256575,1.2882140828666126e-10
crime,YouGov,The Economist,2025-09-12,2025-09-15,1567,A,42,49,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,-7,NA,-9.554525938256575,1.2882140828666126e-10
immigration,AtlasIntel,NA,2025-09-12,2025-09-16,1066,A,51,47,https://atlasintel.org/poll/usa-national-2025-09-19,4,NA,0.42971273689350653,6.287674006645362e-10
foreign_policy,AtlasIntel,NA,2025-09-12,2025-09-16,1066,A,51,47,https://atlasintel.org/poll/usa-national-2025-09-19,4,NA,0.42971273689350653,6.287674006645362e-10
economy,AtlasIntel,NA,2025-09-12,2025-09-16,1066,A,46,49,https://atlasintel.org/poll/usa-national-2025-09-19,-3,NA,-6.5702872631064935,6.287674006645362e-10
trade_tariffs,AtlasIntel,NA,2025-09-12,2025-09-16,1066,A,43,54,https://atlasintel.org/poll/usa-national-2025-09-19,-11,NA,-14.570287263106493,6.287674006645362e-10
healthcare,AtlasIntel,NA,2025-09-12,2025-09-16,1066,A,47,49,https://atlasintel.org/poll/usa-national-2025-09-19,-2,NA,-5.5702872631064935,6.287674006645362e-10
immigration,"Normington, Petts & Associates",Third Way,2025-09-11,2025-09-16,800,LV,51,49,https://www.thirdway.org/memo/americans-caught-between-trumps-cruelty-and-democrats-chaos,2,NA,-5.968114875420838,7.182800135174063e-10
immigration,RMG Research,Napolitan News Service,2025-09-16,2025-09-17,1000,RV,47,51,https://napolitannews.org/posts/on-top-voter-issues-trump-approval-hits-yearly-lows,-4,NA,-12.413595834827078,1.9023733298197115e-10
crime,RMG Research,Napolitan News Service,2025-09-16,2025-09-17,1000,RV,47,51,https://napolitannews.org/posts/on-top-voter-issues-trump-approval-hits-yearly-lows,-4,NA,-12.413595834827078,1.9023733298197115e-10
economy,RMG Research,Napolitan News Service,2025-09-16,2025-09-17,1000,RV,41,58,https://napolitannews.org/posts/on-top-voter-issues-trump-approval-hits-yearly-lows,-17,NA,-25.413595834827078,1.9023733298197115e-10
inflation,RMG Research,Napolitan News Service,2025-09-16,2025-09-17,1000,RV,40,58,https://napolitannews.org/posts/on-top-voter-issues-trump-approval-hits-yearly-lows,-18,NA,-26.413595834827078,1.9023733298197115e-10
crime,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,46,49,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-3,NA,-2.8454903096604482,7.690322946569772e-11
immigration,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,46,51,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-5,NA,-4.845490309660448,7.690322946569772e-11
foreign_policy,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,41,52,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-11,NA,-10.845490309660448,7.690322946569772e-11
economy,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,41,54,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-13,NA,-12.845490309660448,7.690322946569772e-11
trade_tariffs,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,39,57,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-18,NA,-17.84549030966045,7.690322946569772e-11
healthcare,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,34,58,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-24,NA,-23.84549030966045,7.690322946569772e-11
inflation,Verasight,Strength In Numbers,2025-09-15,2025-09-19,1500,A,32,63,https://www.gelliottmorris.com/p/new-poll-voters-to-blame-republicans-for-shutdown,-31,NA,-30.84549030966044,7.690322946569772e-11
economy,American Research Group,NA,2025-09-17,2025-09-20,1100,A,34,63,https://americanresearchgroup.com/economy/,-29,NA,-21.003342680349625,4.1820929847556784e-10
economy,Ipsos,Reuters,2025-09-19,2025-09-21,1019,A,35,56,https://www.reuters.com/world/us/trumps-approval-dips-americans-worry-about-economy-reutersipsos-poll-finds-2025-09-23/,-21,NA,-19.42307176356865,2.0228678287171728e-10
immigration,Ipsos,Reuters,2025-09-19,2025-09-21,1019,A,42,50,https://www.reuters.com/world/us/trumps-approval-dips-americans-worry-about-economy-reutersipsos-poll-finds-2025-09-23/,-8,NA,-6.42307176356865,2.0228678287171728e-10
immigration,Morning Consult,NA,2025-09-19,2025-09-21,2201,RV,49,45,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,4,NA,-10.840144814224132,2.1194753775666716e-10
economy,Morning Consult,NA,2025-09-19,2025-09-21,2201,RV,44,49,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-5,NA,-19.840144814224132,2.1194753775666716e-10
trade_tariffs,Morning Consult,NA,2025-09-19,2025-09-21,2201,RV,42,49,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-7,NA,-21.840144814224132,2.1194753775666716e-10
immigration,Quinnipiac University,NA,2025-09-18,2025-09-21,1276,RV,41,55,https://poll.qu.edu/poll-release?releaseid=3932,-14,NA,-13.846730173129778,5.632584296050501e-10
foreign_policy,Quinnipiac University,NA,2025-09-18,2025-09-21,1276,RV,40,53,https://poll.qu.edu/poll-release?releaseid=3932,-13,NA,-12.846730173129778,5.632584296050501e-10
trade_tariffs,Quinnipiac University,NA,2025-09-18,2025-09-21,1276,RV,39,54,https://poll.qu.edu/poll-release?releaseid=3932,-15,NA,-14.846730173129778,5.632584296050501e-10
economy,Quinnipiac University,NA,2025-09-18,2025-09-21,1276,RV,39,56,https://poll.qu.edu/poll-release?releaseid=3932,-17,NA,-16.846730173129778,5.632584296050501e-10
economy,YouGov,The Economist,2025-09-19,2025-09-22,1551,A,36,55,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_XUKbKYQ.pdf,-19,NA,-21.554525938256575,2.2678727104113149e-10
inflation,YouGov,The Economist,2025-09-19,2025-09-22,1551,A,32,61,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_XUKbKYQ.pdf,-29,NA,-31.554525938256578,2.2678727104113149e-10
immigration,YouGov,The Economist,2025-09-19,2025-09-22,1551,A,44,51,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_XUKbKYQ.pdf,-7,NA,-9.554525938256575,2.2678727104113149e-10
foreign_policy,YouGov,The Economist,2025-09-19,2025-09-22,1551,A,37,52,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_XUKbKYQ.pdf,-15,NA,-17.554525938256575,2.2678727104113149e-10
trade_tariffs,YouGov,The Economist,2025-09-19,2025-09-22,1551,A,37,54,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_XUKbKYQ.pdf,-17,NA,-19.554525938256575,2.2678727104113149e-10
economy,Echelon Insights,NA,2025-09-18,2025-09-22,1071,LV,43,54,https://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf,-11,NA,-16.952996574300556,4.76756710007903e-10
immigration,Echelon Insights,NA,2025-09-18,2025-09-22,1071,LV,48,49,https://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf,-1,NA,-6.952996574300556,4.76756710007903e-10
foreign_policy,Echelon Insights,NA,2025-09-18,2025-09-22,1071,LV,44,51,https://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf,-7,NA,-12.952996574300556,4.76756710007903e-10
trade_tariffs,Echelon Insights,NA,2025-09-18,2025-09-22,1071,LV,39,57,https://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf,-18,NA,-23.952996574300556,4.76756710007903e-10
economy,Marquette University Law School,NA,2025-09-15,2025-09-24,1043,A,40,60,https://law.marquette.edu/poll/2025/10/01/detailed-results-of-the-marquette-law-school-supreme-court-poll-sept-15-24-2025-national-issues/,-20,NA,-14.715298657146548,8.745050568488954e-10
inflation,Marquette University Law School,NA,2025-09-15,2025-09-24,1043,A,29,71,https://law.marquette.edu/poll/2025/10/01/detailed-results-of-the-marquette-law-school-supreme-court-poll-sept-15-24-2025-national-issues/,-42,NA,-36.71529865714655,8.745050568488954e-10
immigration,Marquette University Law School,NA,2025-09-15,2025-09-24,1043,A,46,54,https://law.marquette.edu/poll/2025/10/01/detailed-results-of-the-marquette-law-school-supreme-court-poll-sept-15-24-2025-national-issues/,-8,NA,-2.7152986571465476,8.745050568488954e-10
trade_tariffs,Marquette University Law School,NA,2025-09-15,2025-09-24,1043,A,38,62,https://law.marquette.edu/poll/2025/10/01/detailed-results-of-the-marquette-law-school-supreme-court-poll-sept-15-24-2025-national-issues/,-24,NA,-18.715298657146548,8.745050568488954e-10
economy,The New York Times/Siena College,NA,2025-09-22,2025-09-27,1313,RV,44,54,https://www.nytimes.com/interactive/2025/09/30/polls/times-siena-poll-registered-voter-crosstabs.html,-10,NA,-12.948738618041482,1.7394933473400138e-9
immigration,The New York Times/Siena College,NA,2025-09-22,2025-09-27,1313,RV,47,52,https://www.nytimes.com/interactive/2025/09/30/polls/times-siena-poll-registered-voter-crosstabs.html,-5,NA,-7.948738618041482,1.7394933473400138e-9
trade_tariffs,The New York Times/Siena College,NA,2025-09-22,2025-09-27,1313,RV,44,53,https://www.nytimes.com/interactive/2025/09/30/polls/times-siena-poll-registered-voter-crosstabs.html,-9,NA,-11.948738618041482,1.7394933473400138e-9
crime,The New York Times/Siena College,NA,2025-09-22,2025-09-27,1313,RV,48,48,https://www.nytimes.com/interactive/2025/09/30/polls/times-siena-poll-registered-voter-crosstabs.html,0,NA,-2.9487386180414816,1.7394933473400138e-9
immigration,Morning Consult,NA,2025-09-26,2025-09-28,2202,RV,51,42,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,9,NA,-5.840144814224132,3.673387803070227e-10
economy,Morning Consult,NA,2025-09-26,2025-09-28,2202,RV,44,51,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-7,NA,-21.840144814224132,3.673387803070227e-10
trade_tariffs,Morning Consult,NA,2025-09-26,2025-09-28,2202,RV,45,47,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,-2,NA,-16.840144814224132,3.673387803070227e-10
economy,YouGov,The Economist,2025-09-26,2025-09-29,1656,A,38,53,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5xxkX0x.pdf,-15,NA,-17.554525938256575,4.074876750473265e-10
inflation,YouGov,The Economist,2025-09-26,2025-09-29,1656,A,32,60,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5xxkX0x.pdf,-28,NA,-30.554525938256578,4.074876750473265e-10
immigration,YouGov,The Economist,2025-09-26,2025-09-29,1656,A,44,51,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5xxkX0x.pdf,-7,NA,-9.554525938256575,4.074876750473265e-10
healthcare,YouGov,The Economist,2025-09-26,2025-09-29,1656,A,35,53,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5xxkX0x.pdf,-18,NA,-20.554525938256575,4.074876750473265e-10
economy,YouGov,Yahoo News,2025-09-25,2025-09-29,1676,A,38,56,https://www.scribd.com/document/925455404/Combined-Kimmel,-18,NA,-20.554525938256575,4.0994096436994567e-10
trade_tariffs,YouGov,Yahoo News,2025-09-25,2025-09-29,1676,A,34,57,https://www.scribd.com/document/925455404/Combined-Kimmel,-23,NA,-25.554525938256575,4.0994096436994567e-10
immigration,YouGov,Yahoo News,2025-09-25,2025-09-29,1676,A,43,52,https://www.scribd.com/document/925455404/Combined-Kimmel,-9,NA,-11.554525938256575,4.0994096436994567e-10
crime,Harris Insights & Analytics,Harvard CAPS,2025-10-01,2025-10-02,2413,RV,50,44,https://harvardharrispoll.com/topline-september-4/,6,NA,-2.889912821535823,1.237604152522662e-9
immigration,Harris Insights & Analytics,Harvard CAPS,2025-10-01,2025-10-02,2413,RV,49,46,https://harvardharrispoll.com/topline-september-4/,3,NA,-5.889912821535823,1.237604152522662e-9
foreign_policy,Harris Insights & Analytics,Harvard CAPS,2025-10-01,2025-10-02,2413,RV,44,47,https://harvardharrispoll.com/topline-september-4/,-3,NA,-11.889912821535823,1.237604152522662e-9
